Near Surface Air Temperature,Precipitation,Alert
288.248875|288.419125|287.420125|285.398125|284.351875|283.006125|281.28975,0|412.6592708|0|0|0|0|0,0
288.419125|287.420125|285.398125|284.351875|283.006125|281.28975|281.768375,412.6592708|0|0|0|0|0|0,0
287.420125|285.398125|284.351875|283.006125|281.28975|281.768375|282.15875,0|0|0|0|0|0|0,0
285.398125|284.351875|283.006125|281.28975|281.768375|282.15875|282.675125,0|0|0|0|0|0|0,0
284.351875|283.006125|281.28975|281.768375|282.15875|282.675125|282.299125,0|0|0|0|0|0|0,0
283.006125|281.28975|281.768375|282.15875|282.675125|282.299125|282.465625,0|0|0|0|0|0|0,0
281.28975|281.768375|282.15875|282.675125|282.299125|282.465625|282.464875,0|0|0|0|0|0|0,0
281.768375|282.15875|282.675125|282.299125|282.465625|282.464875|282.701625,0|0|0|0|0|0|0,0
282.15875|282.675125|282.299125|282.465625|282.464875|282.701625|283.234375,0|0|0|0|0|0|0,0
282.675125|282.299125|282.465625|282.464875|282.701625|283.234375|281.86375,0|0|0|0|0|0|0,0
282.299125|282.465625|282.464875|282.701625|283.234375|281.86375|282.147125,0|0|0|0|0|0|0,0
282.465625|282.464875|282.701625|283.234375|281.86375|282.147125|281.186375,0|0|0|0|0|0|0,0
282.464875|282.701625|283.234375|281.86375|282.147125|281.186375|280.936125,0|0|0|0|0|0|378.5145833,0
282.701625|283.234375|281.86375|282.147125|281.186375|280.936125|283.96225,0|0|0|0|0|378.5145833|107.9902,0
283.234375|281.86375|282.147125|281.186375|280.936125|283.96225|286.094625,0|0|0|0|378.5145833|107.9902|204.2648833,0
281.86375|282.147125|281.186375|280.936125|283.96225|286.094625|287.399375,0|0|0|378.5145833|107.9902|204.2648833|1422.042688,0
282.147125|281.186375|280.936125|283.96225|286.094625|287.399375|286.7975,0|0|378.5145833|107.9902|204.2648833|1422.042688|29.34145833,0
281.186375|280.936125|283.96225|286.094625|287.399375|286.7975|285.600625,0|378.5145833|107.9902|204.2648833|1422.042688|29.34145833|0,0
280.936125|283.96225|286.094625|287.399375|286.7975|285.600625|284.554625,378.5145833|107.9902|204.2648833|1422.042688|29.34145833|0|0,0
283.96225|286.094625|287.399375|286.7975|285.600625|284.554625|284.66525,107.9902|204.2648833|1422.042688|29.34145833|0|0|138.2720833,0
286.094625|287.399375|286.7975|285.600625|284.554625|284.66525|285.832375,204.2648833|1422.042688|29.34145833|0|0|138.2720833|15.01958125,0
287.399375|286.7975|285.600625|284.554625|284.66525|285.832375|286.465375,1422.042688|29.34145833|0|0|138.2720833|15.01958125|0,0
286.7975|285.600625|284.554625|284.66525|285.832375|286.465375|286.96025,29.34145833|0|0|138.2720833|15.01958125|0|16.19825,0
285.600625|284.554625|284.66525|285.832375|286.465375|286.96025|286.97275,0|0|138.2720833|15.01958125|0|16.19825|0,0
284.554625|284.66525|285.832375|286.465375|286.96025|286.97275|286.307,0|138.2720833|15.01958125|0|16.19825|0|937.4414125,0
284.66525|285.832375|286.465375|286.96025|286.97275|286.307|285.23675,138.2720833|15.01958125|0|16.19825|0|937.4414125|37.469875,0
285.832375|286.465375|286.96025|286.97275|286.307|285.23675|285.116,15.01958125|0|16.19825|0|937.4414125|37.469875|50.39726875,0
286.465375|286.96025|286.97275|286.307|285.23675|285.116|284.499375,0|16.19825|0|937.4414125|37.469875|50.39726875|0,0
286.96025|286.97275|286.307|285.23675|285.116|284.499375|284.898125,16.19825|0|937.4414125|37.469875|50.39726875|0|122.8442083,0
286.97275|286.307|285.23675|285.116|284.499375|284.898125|286.123625,0|937.4414125|37.469875|50.39726875|0|122.8442083|0,0
286.307|285.23675|285.116|284.499375|284.898125|286.123625|286.144,937.4414125|37.469875|50.39726875|0|122.8442083|0|4.79575,0
285.23675|285.116|284.499375|284.898125|286.123625|286.144|283.161625,37.469875|50.39726875|0|122.8442083|0|4.79575|0,0
285.116|284.499375|284.898125|286.123625|286.144|283.161625|282.931375,50.39726875|0|122.8442083|0|4.79575|0|249.9573542,0
284.499375|284.898125|286.123625|286.144|283.161625|282.931375|282.99325,0|122.8442083|0|4.79575|0|249.9573542|0,0
284.898125|286.123625|286.144|283.161625|282.931375|282.99325|283.160375,122.8442083|0|4.79575|0|249.9573542|0|0,0
286.123625|286.144|283.161625|282.931375|282.99325|283.160375|283.2465,0|4.79575|0|249.9573542|0|0|0,0
286.144|283.161625|282.931375|282.99325|283.160375|283.2465|283.583,4.79575|0|249.9573542|0|0|0|0,0
283.161625|282.931375|282.99325|283.160375|283.2465|283.583|282.772125,0|249.9573542|0|0|0|0|0,0
282.931375|282.99325|283.160375|283.2465|283.583|282.772125|282.17375,249.9573542|0|0|0|0|0|0,0
282.99325|283.160375|283.2465|283.583|282.772125|282.17375|282.084625,0|0|0|0|0|0|0,0
283.160375|283.2465|283.583|282.772125|282.17375|282.084625|282.788375,0|0|0|0|0|0|0,0
283.2465|283.583|282.772125|282.17375|282.084625|282.788375|283.403,0|0|0|0|0|0|0,0
283.583|282.772125|282.17375|282.084625|282.788375|283.403|282.803125,0|0|0|0|0|0|0,0
282.772125|282.17375|282.084625|282.788375|283.403|282.803125|283.180625,0|0|0|0|0|0|198.8939583,0
282.17375|282.084625|282.788375|283.403|282.803125|283.180625|283.657375,0|0|0|0|0|198.8939583|34.10939167,0
282.084625|282.788375|283.403|282.803125|283.180625|283.657375|284.175125,0|0|0|0|198.8939583|34.10939167|15.12866667,0
282.788375|283.403|282.803125|283.180625|283.657375|284.175125|284.991375,0|0|0|198.8939583|34.10939167|15.12866667|20.21711042,0
283.403|282.803125|283.180625|283.657375|284.175125|284.991375|286.835375,0|0|198.8939583|34.10939167|15.12866667|20.21711042|21.62628771,0
282.803125|283.180625|283.657375|284.175125|284.991375|286.835375|287.123625,0|198.8939583|34.10939167|15.12866667|20.21711042|21.62628771|40.57199583,0
283.180625|283.657375|284.175125|284.991375|286.835375|287.123625|286.137125,198.8939583|34.10939167|15.12866667|20.21711042|21.62628771|40.57199583|0,0
283.657375|284.175125|284.991375|286.835375|287.123625|286.137125|284.872125,34.10939167|15.12866667|20.21711042|21.62628771|40.57199583|0|0,0
284.175125|284.991375|286.835375|287.123625|286.137125|284.872125|284.195125,15.12866667|20.21711042|21.62628771|40.57199583|0|0|0,0
284.991375|286.835375|287.123625|286.137125|284.872125|284.195125|284.638375,20.21711042|21.62628771|40.57199583|0|0|0|0,0
286.835375|287.123625|286.137125|284.872125|284.195125|284.638375|285.35775,21.62628771|40.57199583|0|0|0|0|0,0
287.123625|286.137125|284.872125|284.195125|284.638375|285.35775|285.749625,40.57199583|0|0|0|0|0|0,0
286.137125|284.872125|284.195125|284.638375|285.35775|285.749625|285.881375,0|0|0|0|0|0|0,0
284.872125|284.195125|284.638375|285.35775|285.749625|285.881375|286.20925,0|0|0|0|0|0|0,0
284.195125|284.638375|285.35775|285.749625|285.881375|286.20925|286.7245,0|0|0|0|0|0|0,0
284.638375|285.35775|285.749625|285.881375|286.20925|286.7245|286.51725,0|0|0|0|0|0|0,0
285.35775|285.749625|285.881375|286.20925|286.7245|286.51725|286.77825,0|0|0|0|0|0|0,0
285.749625|285.881375|286.20925|286.7245|286.51725|286.77825|285.483875,0|0|0|0|0|0|0,0
285.881375|286.20925|286.7245|286.51725|286.77825|285.483875|283.641625,0|0|0|0|0|0|0,0
286.20925|286.7245|286.51725|286.77825|285.483875|283.641625|283.09425,0|0|0|0|0|0|0,0
286.7245|286.51725|286.77825|285.483875|283.641625|283.09425|283.59975,0|0|0|0|0|0|0,0
286.51725|286.77825|285.483875|283.641625|283.09425|283.59975|284.274625,0|0|0|0|0|0|0,0
286.77825|285.483875|283.641625|283.09425|283.59975|284.274625|284.670125,0|0|0|0|0|0|0,0
285.483875|283.641625|283.09425|283.59975|284.274625|284.670125|285.1015,0|0|0|0|0|0|0,0
283.641625|283.09425|283.59975|284.274625|284.670125|285.1015|286.283625,0|0|0|0|0|0|0,0
283.09425|283.59975|284.274625|284.670125|285.1015|286.283625|287.159625,0|0|0|0|0|0|15.1446875,0
283.59975|284.274625|284.670125|285.1015|286.283625|287.159625|287.56125,0|0|0|0|0|15.1446875|0,0
284.274625|284.670125|285.1015|286.283625|287.159625|287.56125|288.39275,0|0|0|0|15.1446875|0|0,0
284.670125|285.1015|286.283625|287.159625|287.56125|288.39275|288.74225,0|0|0|15.1446875|0|0|0,0
285.1015|286.283625|287.159625|287.56125|288.39275|288.74225|290.962625,0|0|15.1446875|0|0|0|0,0
286.283625|287.159625|287.56125|288.39275|288.74225|290.962625|291.377,0|15.1446875|0|0|0|0|0,0
287.159625|287.56125|288.39275|288.74225|290.962625|291.377|291.23575,15.1446875|0|0|0|0|0|0,0
287.56125|288.39275|288.74225|290.962625|291.377|291.23575|291.388375,0|0|0|0|0|0|0,0
288.39275|288.74225|290.962625|291.377|291.23575|291.388375|291.55075,0|0|0|0|0|0|0,0
288.74225|290.962625|291.377|291.23575|291.388375|291.55075|292.4595,0|0|0|0|0|0|0,0
290.962625|291.377|291.23575|291.388375|291.55075|292.4595|293.186375,0|0|0|0|0|0|41.59866458,0
291.377|291.23575|291.388375|291.55075|292.4595|293.186375|293.64875,0|0|0|0|0|41.59866458|23.66247917,0
291.23575|291.388375|291.55075|292.4595|293.186375|293.64875|293.8395,0|0|0|0|41.59866458|23.66247917|1112.895492,0
291.388375|291.55075|292.4595|293.186375|293.64875|293.8395|292.9855,0|0|0|41.59866458|23.66247917|1112.895492|45.05933333,0
291.55075|292.4595|293.186375|293.64875|293.8395|292.9855|292.540375,0|0|41.59866458|23.66247917|1112.895492|45.05933333|229.1224133,0
292.4595|293.186375|293.64875|293.8395|292.9855|292.540375|290.888,0|41.59866458|23.66247917|1112.895492|45.05933333|229.1224133|2529.830631,0
293.186375|293.64875|293.8395|292.9855|292.540375|290.888|290.42625,41.59866458|23.66247917|1112.895492|45.05933333|229.1224133|2529.830631|169.1082917,0
293.64875|293.8395|292.9855|292.540375|290.888|290.42625|290.54375,23.66247917|1112.895492|45.05933333|229.1224133|2529.830631|169.1082917|0,0
293.8395|292.9855|292.540375|290.888|290.42625|290.54375|290.57875,1112.895492|45.05933333|229.1224133|2529.830631|169.1082917|0|20.228575,0
292.9855|292.540375|290.888|290.42625|290.54375|290.57875|291.321625,45.05933333|229.1224133|2529.830631|169.1082917|0|20.228575|1507.190104,0
292.540375|290.888|290.42625|290.54375|290.57875|291.321625|291.793875,229.1224133|2529.830631|169.1082917|0|20.228575|1507.190104|65.66600833,0
290.888|290.42625|290.54375|290.57875|291.321625|291.793875|289.346,2529.830631|169.1082917|0|20.228575|1507.190104|65.66600833|99.8254975,0
290.42625|290.54375|290.57875|291.321625|291.793875|289.346|289.07625,169.1082917|0|20.228575|1507.190104|65.66600833|99.8254975|230.8845458,0
290.54375|290.57875|291.321625|291.793875|289.346|289.07625|290.169125,0|20.228575|1507.190104|65.66600833|99.8254975|230.8845458|42.24330208,0
290.57875|291.321625|291.793875|289.346|289.07625|290.169125|290.840125,20.228575|1507.190104|65.66600833|99.8254975|230.8845458|42.24330208|291.0376229,0
291.321625|291.793875|289.346|289.07625|290.169125|290.840125|291.2195,1507.190104|65.66600833|99.8254975|230.8845458|42.24330208|291.0376229|1272.045833,0
291.793875|289.346|289.07625|290.169125|290.840125|291.2195|292.17,65.66600833|99.8254975|230.8845458|42.24330208|291.0376229|1272.045833|39.20455125,0
289.346|289.07625|290.169125|290.840125|291.2195|292.17|292.144625,99.8254975|230.8845458|42.24330208|291.0376229|1272.045833|39.20455125|168.6616848,0
289.07625|290.169125|290.840125|291.2195|292.17|292.144625|292.9645,230.8845458|42.24330208|291.0376229|1272.045833|39.20455125|168.6616848|0,0
290.169125|290.840125|291.2195|292.17|292.144625|292.9645|292.432125,42.24330208|291.0376229|1272.045833|39.20455125|168.6616848|0|0,0
290.840125|291.2195|292.17|292.144625|292.9645|292.432125|293.74325,291.0376229|1272.045833|39.20455125|168.6616848|0|0|0,0
291.2195|292.17|292.144625|292.9645|292.432125|293.74325|294.02775,1272.045833|39.20455125|168.6616848|0|0|0|0,0
292.17|292.144625|292.9645|292.432125|293.74325|294.02775|293.61325,39.20455125|168.6616848|0|0|0|0|0,0
292.144625|292.9645|292.432125|293.74325|294.02775|293.61325|295.0065,168.6616848|0|0|0|0|0|0.851602083,0
292.9645|292.432125|293.74325|294.02775|293.61325|295.0065|297.2425,0|0|0|0|0|0.851602083|0.7624,0
292.432125|293.74325|294.02775|293.61325|295.0065|297.2425|294.775625,0|0|0|0|0.851602083|0.7624|50.66876104,0
293.74325|294.02775|293.61325|295.0065|297.2425|294.775625|292.87675,0|0|0|0.851602083|0.7624|50.66876104|106.2944821,0
294.02775|293.61325|295.0065|297.2425|294.775625|292.87675|293.382375,0|0|0.851602083|0.7624|50.66876104|106.2944821|0,0
293.61325|295.0065|297.2425|294.775625|292.87675|293.382375|294.50325,0|0.851602083|0.7624|50.66876104|106.2944821|0|0,0
295.0065|297.2425|294.775625|292.87675|293.382375|294.50325|295.11175,0.851602083|0.7624|50.66876104|106.2944821|0|0|289.2608854,0
297.2425|294.775625|292.87675|293.382375|294.50325|295.11175|296.251125,0.7624|50.66876104|106.2944821|0|0|289.2608854|4.385604167,0
294.775625|292.87675|293.382375|294.50325|295.11175|296.251125|297.503,50.66876104|106.2944821|0|0|289.2608854|4.385604167|43.51213542,0
292.87675|293.382375|294.50325|295.11175|296.251125|297.503|297.991625,106.2944821|0|0|289.2608854|4.385604167|43.51213542|153.0648708,0
293.382375|294.50325|295.11175|296.251125|297.503|297.991625|298.892875,0|0|289.2608854|4.385604167|43.51213542|153.0648708|297.8984167,0
294.50325|295.11175|296.251125|297.503|297.991625|298.892875|299.75725,0|289.2608854|4.385604167|43.51213542|153.0648708|297.8984167|1069.083125,0
295.11175|296.251125|297.503|297.991625|298.892875|299.75725|296.716,289.2608854|4.385604167|43.51213542|153.0648708|297.8984167|1069.083125|43.01790625,0
296.251125|297.503|297.991625|298.892875|299.75725|296.716|295.776,4.385604167|43.51213542|153.0648708|297.8984167|1069.083125|43.01790625|1.910364583,0
297.503|297.991625|298.892875|299.75725|296.716|295.776|295.236125,43.51213542|153.0648708|297.8984167|1069.083125|43.01790625|1.910364583|291.1823294,0
297.991625|298.892875|299.75725|296.716|295.776|295.236125|295.9785,153.0648708|297.8984167|1069.083125|43.01790625|1.910364583|291.1823294|0,0
298.892875|299.75725|296.716|295.776|295.236125|295.9785|296.971125,297.8984167|1069.083125|43.01790625|1.910364583|291.1823294|0|0,0
299.75725|296.716|295.776|295.236125|295.9785|296.971125|296.517875,1069.083125|43.01790625|1.910364583|291.1823294|0|0|72.79545604,0
296.716|295.776|295.236125|295.9785|296.971125|296.517875|295.98125,43.01790625|1.910364583|291.1823294|0|0|72.79545604|11420.60831,0
295.776|295.236125|295.9785|296.971125|296.517875|295.98125|294.393375,1.910364583|291.1823294|0|0|72.79545604|11420.60831|109.4977625,0
295.236125|295.9785|296.971125|296.517875|295.98125|294.393375|295.0915,291.1823294|0|0|72.79545604|11420.60831|109.4977625|0,0
295.9785|296.971125|296.517875|295.98125|294.393375|295.0915|297.293625,0|0|72.79545604|11420.60831|109.4977625|0|0,0
296.971125|296.517875|295.98125|294.393375|295.0915|297.293625|299.42375,0|72.79545604|11420.60831|109.4977625|0|0|0,0
296.517875|295.98125|294.393375|295.0915|297.293625|299.42375|301.3275,72.79545604|11420.60831|109.4977625|0|0|0|380.867375,0
295.98125|294.393375|295.0915|297.293625|299.42375|301.3275|302.737375,11420.60831|109.4977625|0|0|0|380.867375|1216.433396,0
294.393375|295.0915|297.293625|299.42375|301.3275|302.737375|302.61075,109.4977625|0|0|0|380.867375|1216.433396|11.41386021,0
295.0915|297.293625|299.42375|301.3275|302.737375|302.61075|300.314625,0|0|0|380.867375|1216.433396|11.41386021|0,0
297.293625|299.42375|301.3275|302.737375|302.61075|300.314625|298.833375,0|0|380.867375|1216.433396|11.41386021|0|12.64205563,0
299.42375|301.3275|302.737375|302.61075|300.314625|298.833375|297.931125,0|380.867375|1216.433396|11.41386021|0|12.64205563|0,0
301.3275|302.737375|302.61075|300.314625|298.833375|297.931125|299.2295,380.867375|1216.433396|11.41386021|0|12.64205563|0|0,0
302.737375|302.61075|300.314625|298.833375|297.931125|299.2295|299.3845,1216.433396|11.41386021|0|12.64205563|0|0|0,0
302.61075|300.314625|298.833375|297.931125|299.2295|299.3845|297.384875,11.41386021|0|12.64205563|0|0|0|0,0
300.314625|298.833375|297.931125|299.2295|299.3845|297.384875|298.537375,0|12.64205563|0|0|0|0|0,0
298.833375|297.931125|299.2295|299.3845|297.384875|298.537375|298.650125,12.64205563|0|0|0|0|0|254.675925,0
297.931125|299.2295|299.3845|297.384875|298.537375|298.650125|299.395125,0|0|0|0|0|254.675925|0,0
299.2295|299.3845|297.384875|298.537375|298.650125|299.395125|300.3455,0|0|0|0|254.675925|0|0,0
299.3845|297.384875|298.537375|298.650125|299.395125|300.3455|300.82175,0|0|0|254.675925|0|0|0,0
297.384875|298.537375|298.650125|299.395125|300.3455|300.82175|301.483375,0|0|254.675925|0|0|0|0,0
298.537375|298.650125|299.395125|300.3455|300.82175|301.483375|302.606625,0|254.675925|0|0|0|0|0,0
298.650125|299.395125|300.3455|300.82175|301.483375|302.606625|303.186875,254.675925|0|0|0|0|0|0,0
299.395125|300.3455|300.82175|301.483375|302.606625|303.186875|304.2195,0|0|0|0|0|0|0,0
300.3455|300.82175|301.483375|302.606625|303.186875|304.2195|303.001875,0|0|0|0|0|0|3379.345798,0
300.82175|301.483375|302.606625|303.186875|304.2195|303.001875|300.768125,0|0|0|0|0|3379.345798|1122.316518,0
301.483375|302.606625|303.186875|304.2195|303.001875|300.768125|298.59525,0|0|0|0|3379.345798|1122.316518|1654.493346,0
302.606625|303.186875|304.2195|303.001875|300.768125|298.59525|299.487375,0|0|0|3379.345798|1122.316518|1654.493346|0,0
303.186875|304.2195|303.001875|300.768125|298.59525|299.487375|301.821125,0|0|3379.345798|1122.316518|1654.493346|0|0,0
304.2195|303.001875|300.768125|298.59525|299.487375|301.821125|303.283375,0|3379.345798|1122.316518|1654.493346|0|0|0,0
303.001875|300.768125|298.59525|299.487375|301.821125|303.283375|305.383875,3379.345798|1122.316518|1654.493346|0|0|0|0,0
300.768125|298.59525|299.487375|301.821125|303.283375|305.383875|306.515875,1122.316518|1654.493346|0|0|0|0|1.049222917,0
298.59525|299.487375|301.821125|303.283375|305.383875|306.515875|306.34625,1654.493346|0|0|0|0|1.049222917|1249.101023,0
299.487375|301.821125|303.283375|305.383875|306.515875|306.34625|305.213375,0|0|0|0|1.049222917|1249.101023|22.3703925,0
301.821125|303.283375|305.383875|306.515875|306.34625|305.213375|304.115375,0|0|0|1.049222917|1249.101023|22.3703925|64.68230229,0
303.283375|305.383875|306.515875|306.34625|305.213375|304.115375|305.05,0|0|1.049222917|1249.101023|22.3703925|64.68230229|0,0
305.383875|306.515875|306.34625|305.213375|304.115375|305.05|305.471,0|1.049222917|1249.101023|22.3703925|64.68230229|0|0,0
306.515875|306.34625|305.213375|304.115375|305.05|305.471|305.031625,1.049222917|1249.101023|22.3703925|64.68230229|0|0|0,0
306.34625|305.213375|304.115375|305.05|305.471|305.031625|305.898125,1249.101023|22.3703925|64.68230229|0|0|0|0,0
305.213375|304.115375|305.05|305.471|305.031625|305.898125|307.077375,22.3703925|64.68230229|0|0|0|0|0,0
304.115375|305.05|305.471|305.031625|305.898125|307.077375|308.00075,64.68230229|0|0|0|0|0|0,0
305.05|305.471|305.031625|305.898125|307.077375|308.00075|307.913625,0|0|0|0|0|0|0,0
305.471|305.031625|305.898125|307.077375|308.00075|307.913625|307.118,0|0|0|0|0|0|0,0
305.031625|305.898125|307.077375|308.00075|307.913625|307.118|307.84225,0|0|0|0|0|0|0,0
305.898125|307.077375|308.00075|307.913625|307.118|307.84225|308.51875,0|0|0|0|0|0|15.09939583,0
307.077375|308.00075|307.913625|307.118|307.84225|308.51875|306.283875,0|0|0|0|0|15.09939583|0,0
308.00075|307.913625|307.118|307.84225|308.51875|306.283875|305.263125,0|0|0|0|15.09939583|0|0,0
307.913625|307.118|307.84225|308.51875|306.283875|305.263125|306.10325,0|0|0|15.09939583|0|0|0,0
307.118|307.84225|308.51875|306.283875|305.263125|306.10325|307.57225,0|0|15.09939583|0|0|0|0,0
307.84225|308.51875|306.283875|305.263125|306.10325|307.57225|306.538625,0|15.09939583|0|0|0|0|0,0
308.51875|306.283875|305.263125|306.10325|307.57225|306.538625|305.919,15.09939583|0|0|0|0|0|0,0
306.283875|305.263125|306.10325|307.57225|306.538625|305.919|305.5775,0|0|0|0|0|0|0,0
305.263125|306.10325|307.57225|306.538625|305.919|305.5775|305.96475,0|0|0|0|0|0|0,0
306.10325|307.57225|306.538625|305.919|305.5775|305.96475|305.307375,0|0|0|0|0|0|0,0
307.57225|306.538625|305.919|305.5775|305.96475|305.307375|305.417,0|0|0|0|0|0|157.1213563,0
306.538625|305.919|305.5775|305.96475|305.307375|305.417|304.817625,0|0|0|0|0|157.1213563|16.44899229,0
305.919|305.5775|305.96475|305.307375|305.417|304.817625|305.4885,0|0|0|0|157.1213563|16.44899229|0,0
305.5775|305.96475|305.307375|305.417|304.817625|305.4885|305.84125,0|0|0|157.1213563|16.44899229|0|0,0
305.96475|305.307375|305.417|304.817625|305.4885|305.84125|306.995,0|0|157.1213563|16.44899229|0|0|0,0
305.307375|305.417|304.817625|305.4885|305.84125|306.995|307.44375,0|157.1213563|16.44899229|0|0|0|0,0
305.417|304.817625|305.4885|305.84125|306.995|307.44375|308.019375,157.1213563|16.44899229|0|0|0|0|0,0
304.817625|305.4885|305.84125|306.995|307.44375|308.019375|308.18125,16.44899229|0|0|0|0|0|0,0
305.4885|305.84125|306.995|307.44375|308.019375|308.18125|307.9285,0|0|0|0|0|0|0,0
305.84125|306.995|307.44375|308.019375|308.18125|307.9285|307.863,0|0|0|0|0|0|0,0
306.995|307.44375|308.019375|308.18125|307.9285|307.863|306.244375,0|0|0|0|0|0|198.9120604,0
307.44375|308.019375|308.18125|307.9285|307.863|306.244375|301.32,0|0|0|0|0|198.9120604|0,0
308.019375|308.18125|307.9285|307.863|306.244375|301.32|307.060625,0|0|0|0|198.9120604|0|0,0
308.18125|307.9285|307.863|306.244375|301.32|307.060625|307.096625,0|0|0|198.9120604|0|0|0,0
307.9285|307.863|306.244375|301.32|307.060625|307.096625|306.797125,0|0|198.9120604|0|0|0|0,0
307.863|306.244375|301.32|307.060625|307.096625|306.797125|304.675875,0|198.9120604|0|0|0|0|0,0
306.244375|301.32|307.060625|307.096625|306.797125|304.675875|305.102125,198.9120604|0|0|0|0|0|0,0
301.32|307.060625|307.096625|306.797125|304.675875|305.102125|305.961125,0|0|0|0|0|0|0,0
307.060625|307.096625|306.797125|304.675875|305.102125|305.961125|306.95325,0|0|0|0|0|0|0,0
307.096625|306.797125|304.675875|305.102125|305.961125|306.95325|307.715125,0|0|0|0|0|0|0,0
306.797125|304.675875|305.102125|305.961125|306.95325|307.715125|308.350625,0|0|0|0|0|0|0,0
304.675875|305.102125|305.961125|306.95325|307.715125|308.350625|307.45475,0|0|0|0|0|0|7.865785208,0
305.102125|305.961125|306.95325|307.715125|308.350625|307.45475|305.533875,0|0|0|0|0|7.865785208|86.70976042,0
305.961125|306.95325|307.715125|308.350625|307.45475|305.533875|306.37,0|0|0|0|7.865785208|86.70976042|0,0
306.95325|307.715125|308.350625|307.45475|305.533875|306.37|306.541875,0|0|0|7.865785208|86.70976042|0|0,0
307.715125|308.350625|307.45475|305.533875|306.37|306.541875|306.919375,0|0|7.865785208|86.70976042|0|0|11.13594813,0
308.350625|307.45475|305.533875|306.37|306.541875|306.919375|305.65875,0|7.865785208|86.70976042|0|0|11.13594813|42.91014938,0
307.45475|305.533875|306.37|306.541875|306.919375|305.65875|304.568875,7.865785208|86.70976042|0|0|11.13594813|42.91014938|29.54338333,0
305.533875|306.37|306.541875|306.919375|305.65875|304.568875|304.99075,86.70976042|0|0|11.13594813|42.91014938|29.54338333|17.736375,0
306.37|306.541875|306.919375|305.65875|304.568875|304.99075|306.53525,0|0|11.13594813|42.91014938|29.54338333|17.736375|0,0
306.541875|306.919375|305.65875|304.568875|304.99075|306.53525|307.217875,0|11.13594813|42.91014938|29.54338333|17.736375|0|0,0
306.919375|305.65875|304.568875|304.99075|306.53525|307.217875|307.743875,11.13594813|42.91014938|29.54338333|17.736375|0|0|0,0
305.65875|304.568875|304.99075|306.53525|307.217875|307.743875|306.149125,42.91014938|29.54338333|17.736375|0|0|0|313.2939498,0
304.568875|304.99075|306.53525|307.217875|307.743875|306.149125|306.1665,29.54338333|17.736375|0|0|0|313.2939498|0,0
304.99075|306.53525|307.217875|307.743875|306.149125|306.1665|306.99325,17.736375|0|0|0|313.2939498|0|0,0
306.53525|307.217875|307.743875|306.149125|306.1665|306.99325|307.99975,0|0|0|313.2939498|0|0|0,0
307.217875|307.743875|306.149125|306.1665|306.99325|307.99975|307.410875,0|0|313.2939498|0|0|0|0,0
307.743875|306.149125|306.1665|306.99325|307.99975|307.410875|307.087375,0|313.2939498|0|0|0|0|0,0
306.149125|306.1665|306.99325|307.99975|307.410875|307.087375|306.849,313.2939498|0|0|0|0|0|31.97974604,0
306.1665|306.99325|307.99975|307.410875|307.087375|306.849|305.090875,0|0|0|0|0|31.97974604|0,0
306.99325|307.99975|307.410875|307.087375|306.849|305.090875|306.184875,0|0|0|0|31.97974604|0|2.10820625,0
307.99975|307.410875|307.087375|306.849|305.090875|306.184875|306.908,0|0|0|31.97974604|0|2.10820625|0.862889792,0
307.410875|307.087375|306.849|305.090875|306.184875|306.908|306.735375,0|0|31.97974604|0|2.10820625|0.862889792|12.25779938,0
307.087375|306.849|305.090875|306.184875|306.908|306.735375|307.09925,0|31.97974604|0|2.10820625|0.862889792|12.25779938|0,0
306.849|305.090875|306.184875|306.908|306.735375|307.09925|306.950375,31.97974604|0|2.10820625|0.862889792|12.25779938|0|0,0
305.090875|306.184875|306.908|306.735375|307.09925|306.950375|306.42825,0|2.10820625|0.862889792|12.25779938|0|0|0,0
306.184875|306.908|306.735375|307.09925|306.950375|306.42825|305.1875,2.10820625|0.862889792|12.25779938|0|0|0|5.897229167,0
306.908|306.735375|307.09925|306.950375|306.42825|305.1875|304.259125,0.862889792|12.25779938|0|0|0|5.897229167|3.10534375,0
306.735375|307.09925|306.950375|306.42825|305.1875|304.259125|304.64625,12.25779938|0|0|0|5.897229167|3.10534375|0,0
307.09925|306.950375|306.42825|305.1875|304.259125|304.64625|306.330875,0|0|0|5.897229167|3.10534375|0|0,0
306.950375|306.42825|305.1875|304.259125|304.64625|306.330875|306.923625,0|0|5.897229167|3.10534375|0|0|0,0
306.42825|305.1875|304.259125|304.64625|306.330875|306.923625|307.14975,0|5.897229167|3.10534375|0|0|0|0,0
305.1875|304.259125|304.64625|306.330875|306.923625|307.14975|305.548625,5.897229167|3.10534375|0|0|0|0|72.09456771,0
304.259125|304.64625|306.330875|306.923625|307.14975|305.548625|304.785375,3.10534375|0|0|0|0|72.09456771|0,0
304.64625|306.330875|306.923625|307.14975|305.548625|304.785375|305.62425,0|0|0|0|72.09456771|0|0,0
306.330875|306.923625|307.14975|305.548625|304.785375|305.62425|306.376,0|0|0|72.09456771|0|0|0,0
306.923625|307.14975|305.548625|304.785375|305.62425|306.376|305.23925,0|0|72.09456771|0|0|0|302.1848896,0
307.14975|305.548625|304.785375|305.62425|306.376|305.23925|303.36925,0|72.09456771|0|0|0|302.1848896|50.07739583,0
305.548625|304.785375|305.62425|306.376|305.23925|303.36925|304.098625,72.09456771|0|0|0|302.1848896|50.07739583|0,1
